,acc,loss,val_acc,val_loss
0,0.378530131816864,1.2197452557881674,0.3740052742958069,1.1092608261108399
1,0.5161062320073445,0.9194929097493489,0.5300860567092895,0.9581811227798462
2,0.5911845083236694,0.7991143023173014,0.5969576239585876,0.8047120733261108
3,0.6389791334470113,0.701022833665212,0.6462441062927247,0.6825020723342895
4,0.7065144782066345,0.548429617245992,0.8310225419998168,0.5154975910186768
5,0.8412675189971924,0.4816528843243917,0.8475923619270325,0.4579132442474365
6,0.8566651371320089,0.4429834834734599,0.8563215947151184,0.4215349757671356
7,0.8598437673250834,0.41328646341959635,0.8587558326721192,0.4144867787361145
8,0.8618112155596416,0.39265255800882976,0.8605572910308837,0.39535754442214965
9,0.8636918862660726,0.37719586038589475,0.8640734801292419,0.37862954664230347
10,0.8647447621027629,0.36627285623550415,0.865069851398468,0.36682198476791383
11,0.8661365776062012,0.3557474315961202,0.8655129504203797,0.3663438465595245
12,0.8671334117253622,0.3473702824115753,0.8669319486618042,0.35536465668678285
13,0.8678538242975871,0.3410055751005808,0.867706817150116,0.3497834711074829
14,0.8686668833096822,0.3350524336496989,0.8680140781402588,0.34007685804367066
15,0.8693439262708028,0.32914422019322714,0.8697063131332398,0.3341717391014099
16,0.8701848017374675,0.32241686662038166,0.8705663590431213,0.3320822763442993
17,0.8708605442047119,0.3177428611119588,0.8709625935554505,0.32124399042129514
18,0.871369971593221,0.31304621839523317,0.8703680391311646,0.31624910163879394
19,0.8716349382400512,0.30953218015034994,0.871590229511261,0.31997875261306763
20,0.8720029652913411,0.30643324502309166,0.8714432501792908,0.3107444806098938
21,0.8729800678888957,0.3019430077870687,0.8727844591140748,0.3070509748458862
22,0.8748832430839538,0.2980561580657959,0.8742488870620727,0.30687103343009947
23,0.8767090632120769,0.29556375789642336,0.8771137819290161,0.30096556997299195
24,0.8787530722618103,0.29224434614181516,0.8779937486648559,0.2958668487071991
25,0.880218599319458,0.29043880820274354,0.8790888185501099,0.2960036063194275
26,0.8815032030741373,0.28816096162796023,0.8806744890213013,0.2928346757888794
27,0.8833543047904968,0.2852414927482605,0.8808430113792419,0.2899534764289856
28,0.8845512278874715,0.28292117722829185,0.8826001529693603,0.29058959197998047
29,0.8855469447771708,0.28197367906570436,0.8845620412826538,0.2852924165725708
30,0.8868956349690755,0.2796346603234609,0.8849573426246643,0.2854147310256958
31,0.8880313609441122,0.2775953534046809,0.8850603652000427,0.28785675287246704
32,0.888444730758667,0.2775317095120748,0.8826657152175903,0.29143022298812865
33,0.8899189961751303,0.27477917130788165,0.8866062335968018,0.2831093645095825
34,0.8908261613845825,0.2733226197560628,0.8881713142395019,0.2804877233505249
35,0.891653564453125,0.2720911463896433,0.8874341058731079,0.280252055644989
36,0.8920005011558533,0.2715930066903432,0.8892727150917054,0.27830045080184934
37,0.892400856812795,0.27142378719647725,0.8884820585250854,0.27945666980743405
38,0.8932371028264363,0.26937141315142316,0.8893712768554688,0.27794139575958254
39,0.8942105913162232,0.26769123260180155,0.8908471336364746,0.27555819272994997
40,0.8943755267461141,0.2672086974779765,0.8909836759567261,0.27552607774734494
41,0.8945091950098674,0.2669660204251607,0.8906122770309448,0.27619241905212405
42,0.8951699550946554,0.2657247257232666,0.8935900621414185,0.27198473596572875
43,0.8953983925183614,0.2652598443031311,0.8920918159484863,0.27476232933998107
44,0.895693163394928,0.264435727596283,0.8913417830467224,0.27451855421066285
45,0.8966391921043396,0.2628572327693303,0.8930840373039246,0.2746912624835968
46,0.8972623691558838,0.2617395681540171,0.8939248042106629,0.2704420924186707
47,0.8972438769340515,0.2619593772490819,0.8884728507995605,0.2817812790870666
48,0.8973345316251119,0.26165889894962313,0.8941633276939392,0.27180904388427735
49,0.8973726754188538,0.26138828603426617,0.8936510643959046,0.27225769209861755
50,0.8983729844093322,0.2602081209023794,0.8944604430198669,0.27026977443695066
51,0.898208990573883,0.25951179178555805,0.893518078327179,0.2721376030445099
52,0.8984933080673217,0.25878986008961996,0.8950686278343201,0.27073864459991454
53,0.8988647640546162,0.25811348009109497,0.8947358627319336,0.2696196913719177
54,0.8987814548810323,0.2583096821308136,0.8956843981742859,0.27011201095581056
55,0.8991351291338603,0.2578751074473063,0.8879808773994445,0.28485766315460204
56,0.8995977822939555,0.25666184798876446,0.8956011695861816,0.26670850801467894
57,0.8995498547554016,0.256711182196935,0.8966648626327515,0.2656104884147644
58,0.9000854555765788,0.25551636536916095,0.8972392826080322,0.2655784959793091
59,0.9000795944531759,0.25542618322372435,0.8948255171775817,0.2691045558452606
60,0.9005930134455363,0.2546338357925415,0.8947024383544921,0.27027559447288513
61,0.9003760061264038,0.25511185948053994,0.8942117404937744,0.27209227442741396
62,0.9002286122639974,0.254492418050766,0.8967872977256774,0.26667334604263304
63,0.9013333198229472,0.2534001048405965,0.8966084332466125,0.2658034904003143
64,0.9009865662256876,0.2539618377685547,0.896673981666565,0.26488670659065244
65,0.9012193336486817,0.25297174461682637,0.8992231483459473,0.261680004119873
66,0.9009253153800965,0.2534423727194468,0.895462688922882,0.26630549001693726
67,0.9015185813903809,0.25238723289966586,0.8975855407714843,0.2644578104019165
68,0.9017086933453877,0.2517661004066467,0.898368770122528,0.2623344910144806
69,0.9015792794227601,0.2523498152097066,0.8970048632621765,0.26504475545883177
70,0.9016379626592,0.2516322965621948,0.898300940990448,0.2653080077171326
71,0.9021624490420024,0.2509436116218567,0.897551739692688,0.2637776675224304
72,0.9020455389022827,0.2511563096046448,0.89702467918396,0.2646867835521698
73,0.9021325976053873,0.25140872653325397,0.8982081532478332,0.26356476306915283
74,0.9023340338071187,0.25100680685043336,0.8932850341796875,0.27057794713974
75,0.9016315569877624,0.25107913796106973,0.8989236097335815,0.26221060466766355
76,0.9025132273038229,0.24973721098899843,0.8991059379577637,0.2622225227355957
77,0.902986924012502,0.24915945704778036,0.8947779707908631,0.26527573013305666
78,0.902615926583608,0.24970035680135091,0.8994569754600525,0.26047568607330324
79,0.9032198352813721,0.24843543903032939,0.8980917057991028,0.26253250932693484
80,0.9029986640612284,0.24947320381800334,0.8968518786430358,0.263727828502655
81,0.9033397234280904,0.24862188704808552,0.8983558874130249,0.2610117812156677
82,0.9030274974505107,0.24898934276898702,0.8945190377235412,0.2658967480659485
83,0.9028764092127483,0.24905886777242026,0.8922357831001282,0.27628805804252626
84,0.9036661988894145,0.24794588001569112,0.8979780812263489,0.2625422217845917
85,0.9033416614532471,0.2480292243162791,0.8966702437400818,0.2636181924343109
86,0.9037449855804444,0.24695961221059162,0.8977027330398559,0.2617733690738678
87,0.9038778975804647,0.24727295184135437,0.898171157836914,0.2630226058959961
88,0.9037836987177531,0.24710286235809326,0.8987170267105102,0.26253860664367673
89,0.9040697787602743,0.2470226813952128,0.8976209874153137,0.26632521867752074
90,0.9035100831985473,0.2474018832842509,0.8991002011299133,0.260270921587944
91,0.9041359141667684,0.24603765070438385,0.8967780227661133,0.2621826329231262
92,0.9039129540125529,0.24645817907651266,0.8981143159866333,0.2632649078369141
93,0.9036603973706563,0.24677702442804972,0.8973073043823242,0.2612809820175171
94,0.904223748366038,0.24584838143984478,0.8977999229431153,0.26169094133377074
95,0.904425552368164,0.24518674834569296,0.8990193948745727,0.26099691128730773
96,0.904877067565918,0.24457066857814788,0.8983119440078735,0.26245259380340574
97,0.9044829147656759,0.2458731231689453,0.8967003622055054,0.2617356979846954
98,0.9046114179293314,0.24453261963526407,0.8992562627792359,0.25897871017456053
99,0.9047625107765198,0.2447549441655477,0.8983211336135865,0.26170351362228395
100,0.9050165373484294,0.24400041902065278,0.8983645939826965,0.26200769543647767
101,0.9051619618733724,0.24384195931752523,0.8986720323562623,0.26140596413612366
102,0.9045792376200358,0.24532507475217183,0.8886711993217469,0.2855218753814697
103,0.9045721041361491,0.24522608884175617,0.895009153842926,0.2707659187316894
104,0.9050789834658305,0.24376006428400676,0.899464201927185,0.26014867568016053
105,0.9052581488291422,0.24391340227921804,0.8998395867347717,0.2582561016082764
106,0.9052927441596985,0.2435780340830485,0.8981763439178467,0.26281287574768064
107,0.905090851465861,0.2441654410759608,0.8997277808189392,0.25984009623527526
108,0.9051207496325175,0.24396997896830241,0.8968440227508545,0.26548518490791323
109,0.9052246055603027,0.2434810375769933,0.8999354929924012,0.2600075621604919
110,0.9053024665514628,0.24320671033859254,0.8984109020233154,0.25993646907806395
111,0.9057048761049906,0.24274003267288208,0.8943855066299439,0.2675921530723572
112,0.9054291989008586,0.2431087393760681,0.8997089962959289,0.2574921684265137
113,0.9054426217079162,0.24263746913274128,0.8959397110939026,0.26279389262199404
114,0.9057153728802999,0.24220703411102296,0.8996063618659973,0.2595190958976746
115,0.9061340557734171,0.2421645591656367,0.8988294095993042,0.2608004238605499
116,0.9057152202924093,0.24218799285093942,0.8981909031867981,0.26376929116249087
117,0.9059430988629659,0.24198659296830496,0.8987432351112365,0.25909089589118955
118,0.9059451805750529,0.24156036214033763,0.8983796043395996,0.2627520532608032
119,0.9062009092966715,0.24137482643127442,0.89489981508255,0.2711549203395843
120,0.9062948625882467,0.2419228230714798,0.8991169128417968,0.26031685471534727
121,0.9055428935686747,0.2432012041012446,0.8922642254829407,0.2715564849376678
122,0.9057153263092041,0.2420046605269114,0.8982178468704224,0.2625458264350891
123,0.9063192628224691,0.2415958275794983,0.8990856986045838,0.2588842635154724
124,0.9060946656862895,0.2413820868730545,0.9006433439254761,0.25712625896930696
125,0.9062718175252279,0.2415410726070404,0.8995849742889405,0.2594222991466522
126,0.9063321380615235,0.24080813805262247,0.8997558917999268,0.25933116030693054
127,0.9070115497907003,0.24038597758611044,0.8934936337471008,0.2646261203289032
128,0.9064056289990743,0.24041995525360108,0.9006529598236084,0.25895680165290835
129,0.9068679416974386,0.24015246057510375,0.8967106113433838,0.26660401010513307
130,0.9069969251950581,0.23993281078338624,0.8961678833961487,0.26266431164741516
131,0.9065482319196065,0.24060036969184875,0.8981284213066101,0.26098654317855835
132,0.9064737558364868,0.24068516445159913,0.9007830443382263,0.25917033648490906
133,0.9065651841163636,0.2402378323872884,0.8950672945976257,0.2685039315223694
134,0.9067592266400655,0.24033017214139302,0.8948675804138183,0.2709727969169617
135,0.9072694667180379,0.23903474926948548,0.8986535530090332,0.260023535490036
136,0.9069298458099365,0.23943255758285523,0.8979334836006164,0.26135194444656373
137,0.9071297895113627,0.23898886613051096,0.900082302570343,0.2600310304164887
138,0.9071779812177022,0.23965037902196248,0.8992374982833863,0.2594150137901306
139,0.9071034518877665,0.23958047231038412,0.899755341053009,0.2579477536678314
140,0.906626437664032,0.2399774850209554,0.897394347190857,0.26186614656448365
141,0.9070583539009094,0.2394006253083547,0.895918210029602,0.2682124722003937
142,0.9068599602381389,0.2392833882967631,0.9002839922904968,0.2565689926147461
143,0.9065757877031962,0.23995188077290852,0.8995718603134155,0.25699786257743834
144,0.9069719764391582,0.23939438366889954,0.900762942314148,0.2564169774055481
145,0.9073299465179443,0.23844325510660808,0.9002500500679016,0.2582401809692383
146,0.907092203617096,0.23938467915852865,0.8921316390037537,0.2742907989025116
147,0.9069566691716512,0.23911025512218476,0.900681770324707,0.257992178440094
148,0.9070605432192484,0.23925740869839987,0.8992412033081054,0.26167113304138184
149,0.9072409470876058,0.2389309505621592,0.897186604976654,0.2621364982128143
150,0.9063081979751587,0.2401392967303594,0.8989795932769775,0.2608166859149933
151,0.9077992140452067,0.2382106704711914,0.9003407602310181,0.25810613226890566
152,0.9076629033088685,0.23822131637732188,0.8999567174911499,0.2572302384376526
153,0.9074015855789185,0.23855224708716075,0.8999723825454712,0.25909091222286224
154,0.9071222127278645,0.23877301601568857,0.899085171699524,0.2602370450496674
155,0.9080571568806967,0.23710159607728323,0.8934633493423462,0.27102087688446047
156,0.9078487184842428,0.23754350233078003,0.8977152581214904,0.2639075706005096
157,0.9075022308031718,0.23795036244392395,0.898888204574585,0.2630546369552612
158,0.9076863451004028,0.23797523248195648,0.9011595358848572,0.25693023920059205
159,0.9072210222880046,0.2384910980463028,0.8965452284812927,0.2687052145004272
160,0.9075033798217773,0.23786464397112528,0.8966798028945923,0.26538858604431154
161,0.9078858299255371,0.23786500585079193,0.9007305560112,0.25881190252304076
162,0.908035660425822,0.23712597076098124,0.8977456827163697,0.26004601407051087
163,0.9080127550760905,0.2368955852985382,0.9005762038230896,0.2564827023744583
164,0.9082317498524983,0.23713508415222168,0.9000268158912659,0.2583749647140503
165,0.9075554990768433,0.23809039886792502,0.8995484132766723,0.2623630530834198
166,0.9080303452809652,0.2366843843460083,0.9008112835884095,0.2575053265094757
167,0.9083656158447265,0.23642366727193195,0.898846070766449,0.2601802442073822
168,0.9081542131106058,0.2374209848244985,0.8973078808784485,0.2621030430793762
169,0.9079821985562643,0.23682627006371815,0.8999124975204468,0.25872216033935547
170,0.9079264987309774,0.2369603371620178,0.899738112449646,0.26098653650283815
171,0.9080184760093689,0.23661491735776266,0.8981149868965149,0.25919166111946107
172,0.9081208432515462,0.2363496145407359,0.8993020033836365,0.26191913866996763
173,0.9082611463864645,0.23608768419424692,0.8977224917411805,0.2595669775009155
174,0.908288428624471,0.2365563767751058,0.8999170894622803,0.2585582368373871
175,0.908192862033844,0.23615547633171083,0.8978118886947631,0.2622560887336731
176,0.9080894139607747,0.23715755947430928,0.8993336081504821,0.26021047043800355
177,0.9082421553929647,0.2362415956656138,0.9005346140861511,0.2573192000389099
178,0.9083862454096476,0.23615818031628927,0.9014654130935669,0.25854560899734497
179,0.9080698432922363,0.2364537935256958,0.8961936264038086,0.26218238401412963
180,0.908560527006785,0.23597628291447958,0.9013152103424072,0.2561959352493286
181,0.9083178968429565,0.23647587271531423,0.8941368217468262,0.26721909832954405
182,0.9085517374674479,0.23544765996932984,0.8964517273902893,0.26238257384300234
183,0.9083170615832011,0.23595785093307495,0.9009047522544861,0.25684984040260317
184,0.9087225824991862,0.23529920891920725,0.9002709517478943,0.2587328715324402
185,0.9082918308575948,0.23630824820200602,0.8974991221427917,0.2640897006988525
186,0.9087437314987182,0.23506904872258505,0.8991141600608825,0.2628675775527954
187,0.9086281601587931,0.2359731534322103,0.900789701461792,0.2560384924411774
188,0.9086246263186137,0.23577611565589904,0.8979089455604553,0.2642020981311798
189,0.9086497732798259,0.2357940239906311,0.8931663427352905,0.26796710467338564
190,0.9087444737752278,0.2352626961072286,0.8995652022361755,0.25748150038719175
191,0.9085619875590006,0.23558955939610798,0.8994786524772644,0.26134309530258176
192,0.9092260135014852,0.2346220285097758,0.8984305567741394,0.2643753566741943
193,0.9083653977711995,0.23627282683054607,0.8890380177497864,0.2849431509971619
